packetFormat,gameMajorVersion,gameMinorVersion,packetVersion,packetId,sessionUID,sessionTime,frameIdentifier,playerCarIndex,secondaryPlayerCarIndex,lastLapTime,currentLapTime,sector1TimeInMS,sector2TimeInMS,bestLapTime,bestLapNum,bestLapSector1TimeInMS,bestLapSector2TimeInMS,bestLapSector3TimeInMS,bestOverallSector1TimeInMS,bestOverallSector1LapNum,bestOverallSector2TimeInMS,bestOverallSector2LapNum,bestOverallSector3TimeInMS,bestOverallSector3LapNum,lapDistance,totalDistance,safetyCarDelta,carPosition,currentLapNum,pitStatus,sector,currentLapInvalid,penalties,gridPosition,driverStatus,resultStatus
2020,1,18,1,2,6777929756610482444,160.379150,6619,19,255,83.404640,70.531815,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3954.507812,8248.920898,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.395966,6620,19,255,83.404640,70.548492,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3955.851562,8250.264648,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.412857,6621,19,255,83.404640,70.565308,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3957.202148,8251.615234,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.446106,6622,19,255,83.404640,70.599243,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3959.862305,8254.275391,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.462555,6623,19,255,83.404640,70.615471,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3961.178711,8255.591797,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.496078,6624,19,255,83.404640,70.648697,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3963.861328,8258.274414,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.512695,6625,19,255,83.404640,70.665459,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3965.190430,8259.603516,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.546005,6626,19,255,83.404640,70.698730,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3967.857422,8262.270508,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.562698,6627,19,255,83.404640,70.715378,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3969.194336,8263.607422,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.596283,6628,19,255,83.404640,70.748718,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3971.883789,8266.296875,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.612747,6629,19,255,83.404640,70.765633,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3973.218750,8267.631836,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.646103,6630,19,255,83.404640,70.798752,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3975.922852,8270.335938,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.663177,6631,19,255,83.404640,70.815445,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3977.307617,8271.720703,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.696121,6632,19,255,83.404640,70.848808,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3979.981445,8274.394531,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.713226,6633,19,255,83.404640,70.865479,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3981.369141,8275.782227,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.746323,6634,19,255,83.404640,70.898804,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3984.055664,8278.468750,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.763077,6635,19,255,83.404640,70.915688,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3985.416992,8279.830078,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.796356,6636,19,255,83.404640,70.948921,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3988.120117,8282.533203,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.812881,6637,19,255,83.404640,70.965714,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3989.461914,8283.875000,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.829910,6638,19,255,83.404640,70.982231,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3990.845703,8285.258789,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.862946,6639,19,255,83.404640,71.015991,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3993.575195,8287.988281,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.880463,6640,19,255,83.404640,71.032303,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3995.067383,8289.480469,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.913086,6641,19,255,83.404640,71.065796,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3997.841797,8292.254883,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.929916,6642,19,255,83.404640,71.082420,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,3999.272461,8293.685547,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.963028,6643,19,255,83.404640,71.115753,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,4002.084961,8296.498047,-0.000000,6,2,0,2,0,0,10,4,2
2020,1,18,1,2,6777929756610482444,160.979782,6644,19,255,83.404640,71.132355,18120,38181,83.404640,1,24704,40586,18113,18120,2,38181,2,18113,1,4003.507812,8297.920898,-0.000000,6,2,0,2,0,0,10,4,2
